N,P,K,temperature,humidity,ph,rainfall,OM,label
39.2,40.5,154.3,22.51,67.07,5.86,170.97,2.26,Coconut
82.8,52.6,40.3,26.03,63.8,6.31,86.48,1.63,Corn
89.0,26.8,42.1,26.85,85.22,5.67,170.56,3.01,Rice
44.1,31.4,55.6,26.89,71.53,6.46,118.25,2.84,Mango
76.9,51.3,74.5,28.62,77.71,6.29,315.92,3.23,Durian
29.8,25.1,146.2,28.1,75.85,6.75,119.51,2.78,Sweet Potato
74.6,32.0,150.0,25.35,73.76,6.33,153.99,4.33,Banana
131.8,40.3,191.6,29.09,86.18,6.01,300.0,2.4,Banana
91.0,44.9,53.4,22.95,67.72,6.0,102.4,1.28,Corn
72.4,27.7,53.2,27.71,58.69,5.43,135.63,2.25,Mango
133.9,43.5,79.9,26.01,75.49,5.88,141.94,2.81,Papaya
122.4,62.8,165.6,27.72,84.8,5.58,212.33,3.52,Banana
51.2,37.2,81.1,29.68,70.95,6.2,126.19,1.63,Sweet Potato
55.1,29.5,43.6,28.93,74.83,6.01,164.7,1.92,Cassava
93.1,40.1,109.8,27.73,79.4,6.19,130.0,3.3,Banana
56.9,27.9,34.9,23.88,77.39,5.42,270.03,3.21,Rice
89.8,56.8,48.2,30.19,75.71,5.53,237.11,2.1,Rice
16.1,23.0,108.2,29.9,85.0,7.0,101.38,1.01,Cassava
122.0,66.0,68.6,24.11,58.5,6.88,87.28,2.29,Tomato
78.9,73.4,66.9,31.22,87.65,6.73,284.72,2.26,Durian
130.9,58.7,131.4,29.36,55.53,6.98,111.21,2.19,Papaya
95.7,49.5,65.6,24.07,62.5,5.88,73.41,1.98,Tomato
142.1,63.2,98.0,29.22,84.98,6.26,122.72,3.54,Papaya
63.0,54.4,50.0,28.35,78.46,7.01,243.48,2.55,Durian
73.9,47.6,28.1,27.49,66.91,6.45,105.96,3.25,Corn
56.9,56.0,117.3,28.83,74.37,5.75,110.38,1.5,Sweet Potato
116.9,51.9,93.0,29.4,65.28,6.57,175.64,3.51,Papaya
48.3,45.9,111.9,25.85,80.42,6.61,97.05,1.08,Sweet Potato
76.3,26.3,132.0,25.08,74.68,6.21,203.43,2.42,Coconut
57.3,35.8,44.4,27.72,86.3,5.34,209.77,3.33,Rice
40.9,24.5,180.1,29.39,83.05,6.47,113.84,1.98,Coconut
162.5,37.3,122.2,26.29,78.84,6.17,230.59,3.06,Banana
33.3,44.8,130.6,28.66,74.74,6.77,217.34,2.08,Coconut
59.2,60.4,63.7,27.93,83.64,7.37,236.38,2.48,Durian
117.1,47.9,64.5,25.59,60.72,5.51,108.91,2.17,Tomato
70.3,63.5,42.1,25.65,85.11,4.83,190.17,2.84,Rice
56.7,30.0,92.9,24.52,79.44,7.11,151.81,2.73,Coconut
40.0,44.8,93.7,27.7,82.86,6.91,235.13,2.41,Durian
75.0,45.4,26.3,23.05,63.26,6.2,64.52,2.09,Corn
41.8,61.2,67.4,25.26,81.36,6.33,191.13,2.51,Durian
91.1,55.9,42.0,23.27,65.63,5.78,111.66,2.7,Corn
94.8,42.5,44.3,24.67,73.59,5.52,162.77,2.38,Rice
102.8,42.6,34.9,28.3,76.84,6.67,89.57,1.32,Corn
44.1,12.9,92.2,26.96,67.56,5.92,130.24,1.58,Cassava
60.6,58.6,91.7,27.6,81.62,7.34,225.52,2.9,Durian
47.7,47.7,117.2,28.45,75.04,6.57,260.8,2.25,Durian
108.2,44.8,54.2,26.26,73.68,6.33,145.91,2.85,Eggplant
48.5,59.3,143.2,24.62,79.7,5.66,127.16,2.39,Sweet Potato
99.4,41.2,168.6,28.49,77.44,6.05,177.47,4.16,Banana
94.4,40.8,199.2,28.36,83.95,6.79,163.9,4.63,Banana
117.0,39.8,109.0,29.49,72.36,6.07,112.71,2.73,Papaya
63.3,38.6,160.3,28.72,84.07,6.25,122.2,1.42,Coconut
152.3,45.9,125.5,26.44,89.57,6.37,222.09,2.64,Banana
29.7,36.2,125.1,26.64,83.68,5.56,145.08,2.43,Coconut
70.7,26.7,104.2,23.0,75.15,5.65,155.41,3.41,Coconut
60.4,23.0,122.6,28.83,82.15,5.54,210.8,2.48,Coconut
106.0,28.8,44.8,27.34,80.39,5.56,210.12,2.79,Rice
32.1,53.9,91.2,29.66,85.0,6.27,116.2,1.62,Sweet Potato
87.0,42.6,89.2,30.19,89.26,6.13,215.76,3.02,Durian
58.3,48.3,138.8,29.26,85.23,6.59,177.84,2.27,Durian
31.8,54.3,102.4,27.36,62.62,5.43,124.75,1.87,Sweet Potato
121.6,27.9,224.5,27.16,79.45,5.88,225.64,2.75,Banana
68.2,32.6,41.4,22.55,55.13,5.73,135.35,2.55,Corn
122.9,47.3,173.4,29.72,88.4,5.36,225.38,2.71,Banana
24.5,40.2,45.6,25.3,55.8,6.15,152.03,2.16,Mango
89.4,38.4,76.1,25.28,71.68,5.55,189.14,3.68,Cacao
44.7,11.9,89.2,27.77,74.47,6.27,105.86,1.3,Cassava
89.1,64.7,124.2,30.57,73.57,5.5,248.62,2.42,Durian
39.5,17.0,45.9,27.91,65.98,6.92,95.35,1.59,Mango
58.4,26.1,66.8,27.74,63.12,6.92,107.97,2.19,Mango
90.8,72.2,81.4,24.97,56.92,7.5,71.45,2.59,Tomato
44.2,34.6,119.8,27.28,71.92,5.81,111.26,2.46,Sweet Potato
63.2,49.2,55.1,30.95,65.79,6.96,111.63,2.58,Mango
96.3,67.8,84.3,27.74,72.84,6.82,318.58,2.91,Durian
89.7,50.8,162.0,26.67,73.91,6.67,210.64,3.5,Banana
42.7,38.1,35.8,25.29,65.09,5.86,144.68,1.4,Mango
56.9,32.3,51.5,23.05,79.42,5.09,152.72,2.6,Cacao
124.8,31.8,37.2,24.97,57.62,6.48,129.75,1.45,Corn
138.3,50.8,131.6,29.96,84.86,5.22,283.53,2.44,Banana
89.5,33.6,154.5,27.41,92.89,5.27,165.18,3.04,Banana
54.7,39.2,82.4,26.48,80.89,4.96,191.32,3.28,Cacao
85.1,45.2,37.2,29.47,66.9,6.02,83.68,3.46,Corn
87.2,55.1,165.1,28.77,87.54,5.75,241.9,3.47,Banana
40.0,73.2,68.0,25.76,82.76,6.16,247.04,3.56,Durian
91.4,51.0,45.1,28.02,79.82,5.85,264.08,3.26,Rice
123.7,39.7,59.0,24.53,79.3,6.72,95.33,2.29,Corn
89.6,35.9,46.3,25.74,54.64,5.77,100.84,2.8,Mango
135.3,25.0,179.6,27.9,77.73,6.66,228.3,2.92,Banana
48.0,41.9,121.8,27.2,84.01,6.49,322.54,3.1,Durian
84.4,74.2,87.5,26.16,64.51,5.34,104.07,2.92,Tomato
73.7,38.9,25.6,24.16,50.0,5.64,135.14,1.65,Corn
121.1,60.4,101.1,30.8,83.76,7.16,120.73,2.66,Papaya
82.1,49.0,48.1,25.58,79.35,5.24,254.58,2.73,Rice
52.8,57.7,60.0,26.82,84.7,5.87,91.34,2.07,Sweet Potato
60.5,46.6,102.8,25.78,71.9,5.98,124.58,1.4,Sweet Potato
73.2,69.8,76.9,25.34,67.4,6.1,77.88,2.81,Tomato
73.7,40.5,93.5,29.15,86.19,6.98,303.04,3.36,Durian
97.6,39.7,39.4,30.33,83.58,6.89,195.97,3.48,Rice
129.2,58.0,60.4,25.93,84.23,6.95,181.2,3.75,Durian
37.7,38.9,34.8,25.52,62.35,6.92,147.7,2.45,Mango
97.9,41.7,24.5,26.34,63.6,5.27,126.77,1.45,Corn
122.0,29.9,32.0,25.26,85.72,5.63,221.06,3.29,Rice
43.0,22.7,127.2,29.15,71.91,6.42,151.41,2.05,Coconut
76.3,79.5,73.9,24.64,79.74,5.96,310.46,2.92,Durian
24.5,47.3,96.4,26.29,75.15,5.56,124.53,1.03,Sweet Potato
102.1,32.5,61.4,29.72,77.01,6.74,329.19,2.04,Durian
92.3,38.8,54.6,27.37,72.04,5.63,248.0,3.04,Rice
92.2,47.7,28.6,27.17,85.09,6.03,294.33,3.36,Rice
82.8,49.3,53.6,28.96,84.71,7.22,236.64,3.69,Durian
96.8,39.2,133.5,31.58,83.3,6.2,176.04,4.43,Banana
69.9,63.4,26.9,26.57,70.76,5.84,213.84,2.12,Rice
78.8,83.1,67.6,23.9,62.33,6.42,69.25,2.56,Tomato
72.1,41.9,62.8,24.26,76.66,5.82,168.17,3.7,Cacao
91.7,41.5,38.7,26.07,53.51,5.59,89.91,1.74,Corn
101.2,49.0,28.6,24.82,81.62,5.24,206.04,2.51,Rice
135.2,61.1,59.8,30.52,66.18,6.12,99.17,1.69,Eggplant
33.2,37.9,66.4,29.63,66.66,6.07,96.56,1.91,Cassava
27.6,34.8,102.5,26.59,81.68,6.03,191.54,1.37,Coconut
26.8,26.9,87.8,29.15,78.64,7.21,143.48,2.71,Coconut
65.2,75.4,58.1,23.1,64.08,5.87,67.59,2.56,Tomato
44.0,53.1,106.9,25.55,69.18,6.1,109.95,1.77,Sweet Potato
56.5,17.7,60.2,29.14,61.63,6.64,97.01,2.67,Mango
76.3,40.0,74.1,23.34,54.87,6.79,82.09,2.29,Tomato
48.0,64.6,91.0,27.12,74.41,6.3,133.91,2.16,Sweet Potato
10.0,19.5,70.7,27.14,76.74,5.49,88.16,1.21,Cassava
44.3,30.3,169.5,25.28,75.23,6.76,167.89,3.19,Coconut
39.2,58.4,95.9,26.78,84.62,6.25,121.4,1.43,Sweet Potato
40.0,63.1,68.5,29.1,75.4,6.82,233.1,3.43,Durian
77.6,46.8,112.5,27.52,80.76,6.47,215.95,2.46,Durian
98.9,55.0,101.2,26.58,63.0,5.89,117.48,2.04,Tomato
107.0,44.2,42.1,23.41,70.71,5.51,54.23,2.0,Corn
81.0,70.6,175.2,27.25,84.38,6.95,181.32,3.44,Banana
82.3,45.3,28.2,28.61,82.67,6.57,159.57,2.66,Rice
31.5,26.1,45.5,26.31,66.28,5.86,90.72,1.18,Cassava
79.0,28.3,43.3,20.09,58.52,6.02,112.49,1.81,Corn
96.7,46.4,37.8,24.46,57.93,5.75,92.14,2.14,Corn
73.7,37.0,62.0,26.66,82.24,6.19,126.0,3.81,Cacao
15.7,42.2,67.1,26.99,78.68,5.94,223.72,1.93,Coconut
56.1,55.8,124.0,24.46,71.08,5.67,161.55,1.82,Sweet Potato
62.1,49.7,58.1,23.97,74.19,6.86,186.57,2.53,Cacao
126.4,67.1,88.7,29.07,70.93,5.82,117.92,3.18,Papaya
125.2,43.6,162.8,27.11,81.26,5.67,201.33,2.73,Banana
73.1,25.0,110.3,29.45,87.02,6.75,288.67,3.14,Durian
69.7,61.9,95.6,29.04,60.36,5.87,144.72,2.93,Papaya
138.9,63.7,55.7,25.9,74.69,6.9,82.98,2.99,Eggplant
33.6,19.1,76.4,22.11,54.22,6.88,142.27,2.41,Mango
88.7,52.6,27.3,28.52,77.32,5.07,105.06,1.86,Corn
72.5,57.1,54.2,25.3,67.34,5.42,98.39,2.93,Corn
74.3,63.6,87.1,30.69,75.96,6.51,152.65,2.48,Eggplant
70.1,48.0,31.4,30.39,78.39,4.58,205.53,2.29,Rice
109.6,61.0,25.1,25.14,71.23,6.05,128.91,1.65,Corn
84.9,77.7,85.7,28.81,67.63,6.79,138.9,2.24,Papaya
68.6,53.0,75.3,25.18,78.38,5.05,147.76,3.09,Coconut
100.8,40.0,62.1,27.71,76.69,6.65,89.7,2.45,Tomato
90.8,47.8,56.6,27.32,72.71,6.78,109.89,2.76,Papaya
91.4,42.1,51.1,24.55,65.81,6.56,114.32,2.38,Eggplant
60.9,52.1,92.4,31.16,66.86,6.34,140.75,3.79,Papaya
142.1,59.2,136.1,26.83,85.26,5.51,232.78,3.6,Banana
103.3,34.0,120.2,29.51,84.05,5.71,177.86,4.88,Banana
64.9,36.4,40.0,29.71,76.94,6.18,136.35,3.19,Cacao
85.7,53.5,40.6,27.33,77.46,5.88,165.98,4.07,Cacao
41.5,22.1,80.6,29.2,68.46,5.76,132.27,0.83,Cassava
97.0,62.7,64.4,30.07,65.93,6.05,104.85,2.96,Papaya
79.2,69.8,53.7,25.46,74.86,6.72,85.12,3.2,Tomato
54.4,31.4,64.1,29.1,83.8,5.93,149.17,2.02,Cacao
40.5,21.0,108.8,27.21,76.81,7.6,212.58,2.48,Coconut
41.2,30.9,162.3,28.68,76.56,6.18,123.94,1.43,Coconut
116.3,42.3,165.2,27.61,75.33,5.9,242.42,3.54,Banana
35.4,28.0,101.5,27.83,72.77,5.65,108.3,2.01,Cassava
83.4,39.1,53.4,25.43,51.05,6.22,91.89,2.33,Mango
60.1,27.6,30.5,29.68,68.17,6.33,93.53,2.84,Mango
87.7,50.3,43.1,27.16,64.11,6.04,104.51,2.29,Tomato
56.8,30.0,88.6,27.17,74.68,5.59,186.27,2.78,Coconut
101.8,43.0,44.4,29.58,76.16,5.73,76.98,1.35,Corn
38.9,36.3,52.2,30.34,56.09,6.43,147.02,2.19,Mango
87.8,25.8,20.6,20.16,68.24,6.31,116.68,2.5,Corn
54.1,45.0,56.2,27.47,54.87,6.71,93.69,2.25,Mango
54.3,36.7,52.7,30.06,65.81,6.58,88.36,2.68,Mango
37.3,37.2,66.4,29.35,78.75,6.58,224.43,3.05,Coconut
95.9,55.2,111.0,27.81,89.23,6.93,194.31,3.43,Banana
78.6,48.3,127.5,25.39,75.1,6.56,190.83,1.21,Coconut
42.3,29.9,136.1,30.23,81.1,5.75,128.64,2.34,Coconut
65.8,65.8,50.2,28.27,83.37,6.69,217.35,2.95,Durian
41.0,22.8,83.4,26.47,65.4,5.37,180.0,2.09,Cassava
44.5,40.8,56.7,27.57,56.69,6.71,108.51,3.26,Mango
97.3,79.0,61.4,29.62,68.76,5.06,115.35,3.07,Eggplant
64.3,57.6,58.5,25.4,62.44,5.36,96.88,2.5,Tomato
91.3,67.8,50.7,28.38,80.45,6.77,176.0,2.79,Durian
39.0,38.8,105.4,27.16,71.75,5.9,114.18,1.61,Sweet Potato
52.0,36.4,55.2,29.14,69.45,5.89,138.85,1.22,Cassava
55.2,40.5,112.2,28.32,77.95,6.34,162.19,2.37,Durian
138.9,51.9,129.0,27.68,81.83,6.51,298.01,3.07,Banana
76.4,42.5,93.2,28.02,86.68,6.17,168.08,2.04,Durian
100.6,50.3,93.8,31.24,72.7,5.84,171.53,1.92,Papaya
94.4,61.1,78.3,34.57,81.26,5.55,122.55,2.67,Eggplant
69.7,36.5,25.8,25.6,80.29,6.11,184.49,3.39,Rice
48.3,28.5,144.0,23.57,77.33,7.07,127.48,1.56,Coconut
54.7,44.7,150.7,29.81,73.61,6.63,141.29,1.8,Sweet Potato
96.2,28.6,30.4,27.93,76.22,5.98,103.27,1.83,Corn
68.0,36.3,56.6,26.8,84.23,6.29,242.42,3.16,Rice
67.2,31.2,35.4,28.54,78.99,6.77,242.75,3.36,Rice
72.3,43.5,139.7,27.63,81.6,7.23,123.87,2.11,Coconut
49.4,30.8,151.6,25.99,82.83,6.32,155.99,2.88,Coconut
44.1,38.1,55.7,21.2,76.55,5.28,197.93,3.75,Cacao
109.1,74.8,75.2,26.59,72.84,5.13,90.47,2.15,Tomato
50.1,29.8,16.4,23.32,70.05,6.39,75.41,2.11,Corn
105.0,74.0,40.0,28.6,68.43,5.79,101.38,2.24,Tomato
79.3,43.4,57.6,30.97,69.27,5.78,102.18,2.52,Eggplant
44.0,60.2,93.3,28.93,78.42,5.5,232.04,2.89,Durian
58.2,46.8,101.2,27.67,76.85,6.29,141.38,1.54,Sweet Potato
28.1,54.8,102.0,25.63,71.1,6.18,147.5,2.24,Sweet Potato
88.2,31.0,158.7,28.67,89.04,6.67,234.07,3.6,Banana
95.7,62.8,96.1,26.78,83.64,5.74,144.62,1.7,Papaya
72.7,42.5,41.4,26.65,57.8,5.0,162.95,2.99,Eggplant
51.6,32.4,68.6,26.14,49.21,7.48,145.26,1.95,Mango
88.4,62.4,47.3,23.41,79.16,6.78,181.25,2.54,Rice
123.2,36.9,168.6,29.64,78.86,6.63,169.52,2.95,Banana
112.7,75.0,200.0,26.63,77.75,6.5,227.99,2.93,Banana
49.0,59.3,83.9,26.57,74.0,5.37,121.56,2.4,Sweet Potato
70.9,78.7,66.1,24.28,55.95,6.58,66.8,2.94,Tomato
48.0,23.3,140.7,25.87,68.77,6.14,100.0,3.09,Coconut
82.3,57.5,41.5,25.09,83.82,5.34,188.03,3.17,Cacao
61.7,48.0,87.6,31.14,78.04,6.06,193.68,2.67,Durian
109.0,65.5,76.7,31.45,75.1,6.14,134.96,2.83,Papaya
31.3,39.2,74.7,27.12,78.45,6.04,155.46,2.0,Coconut
39.9,25.0,116.6,26.97,65.71,6.66,141.62,1.12,Sweet Potato
51.2,36.5,77.1,33.93,85.97,5.67,187.21,2.36,Cacao
75.4,48.0,58.1,26.76,82.18,6.27,235.89,3.84,Rice
43.3,38.2,107.4,27.41,66.63,5.65,170.0,1.02,Sweet Potato
87.5,42.4,49.7,23.17,54.68,6.43,100.7,1.01,Mango
83.5,33.7,17.7,30.98,68.59,6.97,101.31,1.66,Corn
59.7,36.4,113.5,27.49,77.99,6.5,227.79,2.61,Coconut
44.8,34.3,133.6,22.0,72.6,6.06,191.72,3.41,Coconut
70.8,31.0,64.9,26.48,68.32,5.26,183.61,3.55,Cacao
24.2,43.8,129.5,24.55,71.58,6.2,200.61,2.65,Coconut
33.6,53.5,101.5,25.71,69.55,6.07,96.46,2.04,Sweet Potato
47.0,27.7,110.8,33.77,78.84,5.4,126.48,1.42,Cassava
101.2,51.5,29.2,23.39,57.3,6.09,105.03,2.2,Corn
49.5,39.6,59.6,25.38,72.94,5.76,191.49,3.46,Cacao
36.2,39.5,67.5,24.71,88.74,6.21,145.87,2.37,Cacao
41.8,15.4,103.1,26.18,80.76,5.08,130.33,1.82,Coconut
116.2,38.3,44.6,28.74,68.46,5.65,88.11,1.62,Eggplant
104.1,42.0,136.8,27.15,87.36,5.38,213.01,2.29,Banana
111.0,41.5,29.6,25.2,62.9,6.6,67.76,1.52,Corn
39.4,40.9,112.6,27.64,63.89,6.05,127.35,1.77,Sweet Potato
54.2,33.0,116.5,25.14,71.91,6.09,170.0,2.2,Sweet Potato
21.4,39.3,78.6,25.31,61.44,4.55,160.69,1.34,Cassava
130.8,71.6,80.0,26.75,77.34,7.03,83.41,1.64,Eggplant
54.9,36.6,159.2,26.39,60.0,6.31,109.57,1.45,Sweet Potato
49.5,61.6,119.0,26.03,87.69,5.66,255.9,2.0,Durian
107.9,39.8,97.1,30.68,64.56,7.13,131.69,2.71,Papaya
28.6,46.6,67.5,26.65,63.02,5.84,92.81,2.46,Mango
112.0,44.3,25.0,29.06,92.2,6.2,193.0,3.11,Rice
63.7,63.9,122.0,27.27,70.53,6.61,114.54,2.01,Sweet Potato
52.7,33.5,74.9,29.08,62.29,6.03,128.85,2.76,Mango
50.7,32.2,100.8,27.37,78.85,5.42,179.14,2.87,Coconut
26.1,16.4,102.0,27.16,67.42,6.05,118.37,1.28,Cassava
49.3,42.9,118.9,27.93,83.32,5.02,180.25,3.3,Coconut
108.5,65.7,107.5,25.3,88.67,6.77,191.94,2.99,Banana
140.4,53.1,108.1,26.87,74.59,4.97,237.07,2.71,Banana
60.6,45.4,61.9,23.22,61.65,5.49,78.91,2.21,Tomato
44.9,38.7,63.4,28.11,55.52,6.83,102.55,1.76,Mango
68.0,38.1,124.4,25.63,82.09,6.27,174.94,1.87,Coconut
105.3,63.6,98.4,29.12,81.92,6.29,132.76,2.54,Papaya
75.2,50.4,86.2,28.76,77.39,6.18,116.74,1.75,Papaya
20.6,42.9,102.8,24.79,76.88,6.45,76.14,2.04,Sweet Potato
84.3,39.1,45.7,29.27,84.55,5.5,217.62,3.33,Rice
103.2,56.5,41.1,27.97,90.07,5.42,229.34,2.77,Rice
117.9,69.5,87.3,29.81,63.25,5.87,198.27,2.77,Papaya
106.3,57.7,73.0,27.12,65.26,6.44,159.52,3.33,Papaya
138.5,25.4,167.7,26.3,74.65,6.48,186.6,3.62,Banana
22.3,46.4,118.0,29.11,78.07,6.76,121.13,1.47,Coconut
88.3,90.0,43.4,26.24,69.94,6.05,70.33,2.63,Tomato
99.4,73.6,57.1,27.22,60.01,6.05,121.72,2.02,Tomato
52.4,55.5,135.6,29.05,69.49,5.59,91.84,1.59,Sweet Potato
93.2,71.8,85.8,28.65,77.03,5.5,269.95,3.17,Durian
66.0,76.9,97.5,25.08,72.48,6.38,148.65,2.61,Papaya
42.4,34.8,59.0,29.22,68.41,5.72,107.55,2.72,Mango
113.0,67.0,75.2,27.4,79.56,6.05,198.47,2.74,Papaya
83.4,51.1,33.8,25.54,67.77,6.02,61.72,1.65,Corn
140.9,25.0,112.6,29.13,78.61,6.02,150.76,4.14,Banana
70.7,45.9,47.6,30.35,82.67,4.94,267.77,3.1,Rice
62.9,20.0,40.9,27.34,76.93,5.03,250.23,2.94,Rice
93.3,47.2,38.0,25.93,65.85,6.51,89.6,2.11,Corn
74.4,30.6,44.3,26.77,66.26,6.67,58.19,1.79,Corn
20.0,36.3,127.3,24.59,61.55,5.71,117.55,1.55,Sweet Potato
44.7,18.7,53.6,30.9,68.55,5.2,162.1,1.7,Cassava
40.0,50.8,81.9,23.2,79.07,6.7,160.0,2.77,Durian
107.2,60.6,86.5,29.31,70.79,6.66,174.62,2.89,Papaya
53.6,50.3,41.0,28.05,75.38,5.62,135.87,3.37,Cacao
79.6,44.7,25.0,29.35,81.25,6.54,300.0,4.5,Rice
51.2,17.6,66.2,27.23,68.94,6.12,98.31,1.56,Cassava
34.0,21.3,129.4,26.8,70.07,6.54,111.1,1.71,Cassava
105.6,60.9,50.6,29.46,79.68,6.35,137.04,3.1,Papaya
78.3,25.3,41.1,31.88,75.31,5.25,53.36,2.4,Corn
111.7,63.5,100.6,30.44,77.29,6.07,219.44,1.92,Papaya
93.6,32.5,33.2,26.47,59.85,6.77,119.11,1.57,Corn
73.5,56.4,46.5,28.57,91.46,5.14,250.79,3.37,Rice
34.3,49.1,112.3,28.29,76.78,5.74,119.44,1.37,Cassava
55.7,29.8,33.1,21.73,71.77,6.1,74.35,1.97,Corn
110.2,38.7,29.2,27.64,71.65,6.73,69.34,2.44,Corn
38.8,40.2,114.1,28.27,63.76,6.08,95.94,2.01,Sweet Potato
132.9,70.1,72.2,24.69,67.55,5.95,96.78,3.45,Tomato
69.3,32.5,48.4,25.11,62.05,6.39,91.31,2.11,Corn
44.3,56.5,26.0,27.13,84.51,5.84,150.37,2.79,Rice
82.7,74.6,70.8,26.88,89.26,6.31,269.08,2.02,Durian
99.1,60.3,37.2,29.06,85.59,4.97,196.32,2.24,Rice
98.0,40.8,59.8,26.21,60.92,6.71,103.69,2.55,Tomato
54.3,44.1,45.3,25.01,80.95,6.02,228.85,1.71,Rice
112.4,43.1,215.2,30.11,80.99,6.05,198.57,3.14,Banana
23.4,27.0,74.9,30.02,65.44,6.05,116.21,2.01,Cassava
111.8,62.0,33.2,24.92,62.71,6.87,58.46,2.07,Corn
80.9,50.5,68.2,24.7,56.91,6.93,80.31,2.17,Tomato
127.4,68.9,62.0,28.96,83.63,7.29,124.66,3.73,Eggplant
47.5,33.5,74.9,26.29,61.48,7.0,97.69,2.51,Mango
99.5,60.7,63.1,26.98,60.57,6.78,132.07,1.77,Eggplant
78.5,49.8,118.7,29.25,57.96,7.01,145.77,1.95,Papaya
33.7,57.3,132.3,23.62,73.38,5.75,200.95,2.33,Coconut
33.0,29.4,92.0,28.66,66.81,5.73,147.47,1.78,Cassava
95.3,48.4,74.3,28.38,63.8,5.93,154.59,3.18,Papaya
140.1,61.4,102.3,26.42,80.03,5.8,194.02,3.7,Banana
62.1,40.1,112.1,24.25,78.37,6.01,263.56,4.43,Durian
80.1,20.5,71.9,32.66,68.33,7.25,100.0,2.56,Mango
122.3,41.1,109.4,26.76,78.63,6.13,198.2,3.22,Banana
65.7,44.9,92.6,27.61,79.61,5.64,150.4,4.25,Cacao
88.6,32.8,95.7,32.81,85.38,6.38,199.65,2.69,Durian
58.9,27.1,81.2,25.48,58.1,7.84,88.29,2.95,Mango
64.5,41.6,54.1,29.29,81.97,5.75,194.73,2.58,Cacao
87.4,53.2,126.2,31.2,81.11,6.54,155.19,2.31,Papaya
76.2,49.4,30.0,30.24,65.12,5.9,122.43,2.88,Eggplant
90.1,51.4,50.7,27.03,87.26,6.98,233.2,2.25,Durian
66.2,46.3,75.0,26.35,74.56,5.75,143.06,2.96,Mango
49.8,25.1,70.1,32.97,63.79,6.34,101.09,2.4,Mango
52.1,66.1,20.4,20.93,64.33,6.02,116.39,2.0,Corn
46.9,49.1,81.3,27.48,62.55,6.03,90.26,1.24,Cassava
82.5,40.3,52.0,29.17,89.64,5.63,162.79,2.86,Rice
48.0,51.8,128.0,30.8,88.44,6.78,249.96,2.7,Durian
90.5,45.5,92.7,30.25,83.69,6.53,222.07,3.09,Durian
122.9,54.0,34.3,28.06,73.78,6.02,103.48,1.73,Corn
106.2,80.0,55.8,26.26,63.35,6.46,119.82,2.03,Papaya
109.9,58.3,128.2,28.36,87.94,6.33,227.98,2.33,Banana
16.4,33.3,81.3,27.89,65.17,6.87,142.44,1.43,Cassava
72.1,52.6,148.3,27.49,79.03,6.22,93.86,1.93,Sweet Potato
48.3,47.9,71.4,24.88,83.78,5.97,189.84,3.29,Cacao
86.7,53.2,84.4,25.64,55.25,7.08,111.45,3.24,Eggplant
47.1,31.3,91.5,28.86,75.86,7.13,154.32,1.95,Coconut
47.3,44.9,105.3,29.65,79.47,6.1,73.8,1.42,Sweet Potato
32.8,10.4,66.7,26.0,74.14,5.16,107.61,1.65,Cassava
121.0,33.4,160.5,27.95,80.68,4.99,285.0,4.36,Banana
30.9,38.0,144.7,25.44,80.85,5.76,74.6,1.36,Sweet Potato
51.2,38.5,58.8,24.11,56.37,6.46,111.42,2.0,Mango
83.6,75.9,88.0,24.28,58.34,5.77,110.41,2.54,Tomato
92.1,47.9,79.9,26.83,69.48,5.7,117.68,2.72,Papaya
88.6,60.6,81.3,25.26,74.67,7.02,86.69,2.59,Tomato
46.4,10.3,58.4,25.01,70.41,5.4,124.54,1.43,Cassava
128.1,56.6,79.2,28.32,72.93,5.99,60.45,2.54,Tomato
93.3,57.4,73.1,29.19,62.46,6.04,60.0,2.76,Eggplant
98.4,48.5,83.2,29.7,59.94,5.35,106.11,3.43,Papaya
104.1,50.9,35.2,30.38,60.78,7.02,86.94,3.09,Corn
23.8,45.9,80.3,23.4,63.9,6.32,159.18,2.29,Sweet Potato
96.1,25.0,119.8,29.99,86.63,6.32,204.86,3.75,Banana
107.5,47.0,91.1,30.92,64.71,5.96,118.78,2.45,Papaya
85.2,56.1,39.7,26.77,62.65,6.21,89.87,1.74,Corn
20.7,19.7,112.5,29.54,69.18,5.42,180.0,1.39,Cassava
51.2,22.4,106.6,25.28,77.68,5.78,161.92,3.58,Cacao
20.1,31.3,148.2,27.57,77.69,6.69,85.81,1.52,Sweet Potato
44.1,33.2,46.2,27.68,64.56,6.42,100.84,1.83,Mango
81.4,67.4,96.0,27.5,68.09,7.19,192.91,3.28,Papaya
26.1,23.8,118.0,26.55,80.85,6.7,164.4,2.07,Coconut
35.7,29.2,107.3,25.82,82.48,5.94,145.32,2.75,Coconut
44.2,24.9,118.1,26.74,69.23,6.02,234.2,1.72,Coconut
92.7,32.3,39.0,26.37,59.73,6.04,123.32,2.79,Corn
84.4,54.0,33.1,31.73,95.0,6.6,250.61,3.03,Rice
60.2,31.2,117.3,26.39,79.7,6.44,210.72,3.19,Coconut
123.3,59.5,45.4,23.46,72.74,6.22,96.15,2.55,Tomato
45.5,39.4,83.8,27.37,79.46,4.96,206.28,2.81,Cacao
20.1,28.2,90.6,23.2,81.4,6.65,175.77,2.17,Coconut
35.0,38.3,41.3,32.76,86.8,6.08,127.74,2.72,Cacao
69.4,57.2,73.8,24.55,72.83,6.53,103.76,2.08,Tomato
